source_id,file,sheet,row,nonempty_cells,selected_cells,excluded_cells,selected_addresses,excluded_addresses_and_reasons
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,11,8,7,1,"[""B11"", ""C11"", ""D11"", ""E11"", ""F11"", ""G11"", ""H11""]","{""A11"": ""原表化学组成/LOI标题、间隔或说明""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,12,8,7,1,"[""B12"", ""C12"", ""D12"", ""E12"", ""F12"", ""G12"", ""H12""]","{""A12"": ""原表化学组成/LOI标题、间隔或说明""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,13,6,5,1,"[""D13"", ""E13"", ""F13"", ""G13"", ""H13""]","{""A13"": ""原表化学组成/LOI标题、间隔或说明""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,14,6,5,1,"[""D14"", ""E14"", ""F14"", ""G14"", ""H14""]","{""A14"": ""原表化学组成/LOI标题、间隔或说明""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,15,6,5,1,"[""D15"", ""E15"", ""F15"", ""G15"", ""H15""]","{""A15"": ""原表化学组成/LOI标题、间隔或说明""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,16,6,5,1,"[""D16"", ""E16"", ""F16"", ""G16"", ""H16""]","{""A16"": ""原表化学组成/LOI标题、间隔或说明""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,18,8,7,1,"[""B18"", ""C18"", ""D18"", ""E18"", ""F18"", ""G18"", ""H18""]","{""A18"": ""原表化学组成/LOI标题、间隔或说明""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,20,8,7,1,"[""B20"", ""C20"", ""D20"", ""E20"", ""F20"", ""G20"", ""H20""]","{""A20"": ""原表化学组成/LOI标题、间隔或说明""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,25,1,0,1,[],"{""B25"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,26,12,0,12,[],"{""B26"": ""混配计算标题；非独立XRF样本"", ""C26"": ""混配计算标题；非独立XRF样本"", ""D26"": ""混配计算标题；非独立XRF样本"", ""E26"": ""混配计算标题；非独立XRF样本"", ""F26"": ""混配计算标题；非独立XRF样本"", ""G26"": ""混配计算标题；非独立XRF样本"", ""H26"": ""混配计算标题；非独立XRF样本"", ""I26"": ""混配计算标题；非独立XRF样本"", ""J26"": ""混配计算标题；非独立XRF样本"", ""K26"": ""混配计算标题；非独立XRF样本"", ""L26"": ""混配计算标题；非独立XRF样本"", ""M26"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,27,11,0,11,[],"{""A27"": ""混配计算标题；非独立XRF样本"", ""C27"": ""混配计算标题；非独立XRF样本"", ""D27"": ""混配计算标题；非独立XRF样本"", ""E27"": ""混配计算标题；非独立XRF样本"", ""F27"": ""混配计算标题；非独立XRF样本"", ""G27"": ""混配计算标题；非独立XRF样本"", ""I27"": ""混配计算标题；非独立XRF样本"", ""J27"": ""混配计算标题；非独立XRF样本"", ""K27"": ""混配计算标题；非独立XRF样本"", ""L27"": ""混配计算标题；非独立XRF样本"", ""M27"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,28,12,0,12,[],"{""B28"": ""混配计算标题；非独立XRF样本"", ""C28"": ""混配计算标题；非独立XRF样本"", ""D28"": ""混配计算标题；非独立XRF样本"", ""E28"": ""混配计算标题；非独立XRF样本"", ""F28"": ""混配计算标题；非独立XRF样本"", ""G28"": ""混配计算标题；非独立XRF样本"", ""H28"": ""混配计算标题；非独立XRF样本"", ""I28"": ""混配计算标题；非独立XRF样本"", ""J28"": ""混配计算标题；非独立XRF样本"", ""K28"": ""混配计算标题；非独立XRF样本"", ""L28"": ""混配计算标题；非独立XRF样本"", ""M28"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,29,13,12,1,"[""B29"", ""C29"", ""D29"", ""E29"", ""F29"", ""G29"", ""H29"", ""I29"", ""J29"", ""K29"", ""L29"", ""M29""]","{""A29"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,30,13,12,1,"[""B30"", ""C30"", ""D30"", ""E30"", ""F30"", ""G30"", ""H30"", ""I30"", ""J30"", ""K30"", ""L30"", ""M30""]","{""A30"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,31,13,12,1,"[""B31"", ""C31"", ""D31"", ""E31"", ""F31"", ""G31"", ""H31"", ""I31"", ""J31"", ""K31"", ""L31"", ""M31""]","{""A31"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,32,13,12,1,"[""B32"", ""C32"", ""D32"", ""E32"", ""F32"", ""G32"", ""H32"", ""I32"", ""J32"", ""K32"", ""L32"", ""M32""]","{""A32"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,33,13,12,1,"[""B33"", ""C33"", ""D33"", ""E33"", ""F33"", ""G33"", ""H33"", ""I33"", ""J33"", ""K33"", ""L33"", ""M33""]","{""A33"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,34,13,12,1,"[""B34"", ""C34"", ""D34"", ""E34"", ""F34"", ""G34"", ""H34"", ""I34"", ""J34"", ""K34"", ""L34"", ""M34""]","{""A34"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,35,13,12,1,"[""B35"", ""C35"", ""D35"", ""E35"", ""F35"", ""G35"", ""H35"", ""I35"", ""J35"", ""K35"", ""L35"", ""M35""]","{""A35"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,36,13,12,1,"[""B36"", ""C36"", ""D36"", ""E36"", ""F36"", ""G36"", ""H36"", ""I36"", ""J36"", ""K36"", ""L36"", ""M36""]","{""A36"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,37,13,12,1,"[""B37"", ""C37"", ""D37"", ""E37"", ""F37"", ""G37"", ""H37"", ""I37"", ""J37"", ""K37"", ""L37"", ""M37""]","{""A37"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,38,13,12,1,"[""B38"", ""C38"", ""D38"", ""E38"", ""F38"", ""G38"", ""H38"", ""I38"", ""J38"", ""K38"", ""L38"", ""M38""]","{""A38"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,39,13,12,1,"[""B39"", ""C39"", ""D39"", ""E39"", ""F39"", ""G39"", ""H39"", ""I39"", ""J39"", ""K39"", ""L39"", ""M39""]","{""A39"": ""混配计算标题；非独立XRF样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,42,9,0,9,[],"{""A42"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B42"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C42"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D42"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E42"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F42"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G42"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H42"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I42"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,43,9,0,9,[],"{""A43"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B43"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C43"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D43"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E43"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F43"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G43"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H43"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I43"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,44,9,0,9,[],"{""A44"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B44"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C44"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D44"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E44"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F44"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G44"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H44"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I44"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,45,9,0,9,[],"{""A45"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B45"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C45"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D45"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E45"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F45"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G45"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H45"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I45"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,46,9,0,9,[],"{""A46"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B46"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C46"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D46"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E46"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F46"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G46"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H46"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I46"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,47,9,0,9,[],"{""A47"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B47"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C47"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D47"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E47"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F47"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G47"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H47"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I47"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,48,9,0,9,[],"{""A48"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B48"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C48"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D48"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E48"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F48"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G48"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H48"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I48"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,49,9,0,9,[],"{""A49"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B49"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C49"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D49"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E49"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F49"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G49"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H49"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I49"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,50,9,0,9,[],"{""A50"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B50"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C50"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D50"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E50"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F50"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G50"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H50"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I50"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,51,9,0,9,[],"{""A51"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B51"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C51"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D51"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E51"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F51"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G51"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H51"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I51"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,52,9,0,9,[],"{""A52"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B52"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C52"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D52"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E52"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F52"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G52"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H52"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I52"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,53,9,0,9,[],"{""A53"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B53"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C53"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D53"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E53"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F53"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G53"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H53"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I53"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,54,9,0,9,[],"{""A54"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""B54"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""C54"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""D54"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""E54"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""F54"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""G54"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""H54"": ""已导入氧化物混配表的转置图表辅助；不计样本"", ""I54"": ""已导入氧化物混配表的转置图表辅助；不计样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,56,2,0,2,[],"{""A56"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B56"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,57,2,0,2,[],"{""A57"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B57"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,58,9,0,9,[],"{""A58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I58"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,59,9,0,9,[],"{""A59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I59"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,60,9,0,9,[],"{""A60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I60"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,62,9,0,9,[],"{""A62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I62"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,63,8,0,8,[],"{""B63"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C63"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D63"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E63"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F63"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G63"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H63"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I63"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,64,9,0,9,[],"{""A64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I64"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,65,9,0,9,[],"{""A65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I65"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,66,9,0,9,[],"{""A66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I66"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,67,9,0,9,[],"{""A67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I67"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
30156127,public-data/30156127/XRF DTU Data.xlsx,Sheet1,68,9,0,9,[],"{""A68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""B68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""C68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""D68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""E68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""F68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""G68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""H68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本"", ""I68"": ""元素换算常数/换算表；本分析使用氧化物报告基础，不计新样本""}"
